StartOfMonth,Scam___Contact_Mode,Amount_lost,Number_of_reports,Average_report,Average_loss,Group_Count,Category_ID,Complainant_ID,Report_ID
2023-05-01,Text message,100.0,4,4,25,1,7,9,25601
2023-05-01,Internet,100.0,2,2,50,1,7,15,25602
2023-03-01,Email,570.0,3,3,190,1,7,9,25603
2023-02-01,Email,6820.0,5,5,1364,1,7,1,25604
2023-03-01,Email,1800.0,2,2,900,1,7,10,25605
2023-01-01,Email,1300.0,4,4,325,1,7,7,25606
2023-04-01,Email,4492.0,3,3,1497,1,7,7,25607
2023-03-01,Email,199.0,5,5,40,1,5,2,25608
2023-05-01,Email,48.0,4,4,12,1,5,2,25609
2023-04-01,Text message,1920.0,4,4,480,1,5,3,25610
2023-03-01,Text message,199.0,2,2,100,1,5,6,25611
2023-01-01,Social media/Online forums,490.0,2,2,245,1,5,1,25612
2023-05-01,Internet,297.0,2,2,148,1,5,3,25613
2023-01-01,Text message,1000.0,2,2,500,1,6,2,25614
2023-01-01,Email,977.0,4,4,244,1,17,7,25615
2023-03-01,Email,241.0,4,4,60,1,17,4,25616
2023-04-01,Email,315.0,2,2,158,1,17,5,25617
2023-05-01,Email,267.0,3,3,89,1,17,7,25618
2023-02-01,Internet,324.0,2,2,162,1,17,2,25619
2023-02-01,Internet,758.0,3,3,253,1,17,7,25620
2023-03-01,Social media/Online forums,421.0,2,2,210,1,17,10,25621
2023-01-01,Internet,25000.0,4,4,6250,1,4,7,25622
2023-02-01,Internet,32000.0,3,3,10667,1,4,7,25623
2023-05-01,Internet,30000.0,3,3,10000,1,4,7,25624
2023-04-01,Internet,27.0,5,5,5,1,4,3,25625
2023-05-01,Internet,38235.0,4,4,9559,1,4,3,25626
2023-01-01,Internet,49500.0,4,4,12375,1,4,5,25627
2023-02-01,Internet,5296.0,3,3,1765,1,4,4,25628
2023-05-01,Internet,20000.0,2,2,10000,1,4,5,25629
2023-05-01,Internet,62508.0,4,4,15627,1,4,4,25630
2023-04-01,Internet,26586.0,3,3,8862,1,4,2,25631
2023-04-01,Internet,3980.0,2,2,1990,1,4,14,25632
2023-03-01,Email,7000.0,3,3,2333,1,4,15,25633
2023-04-01,Email,5300.0,2,2,2650,1,4,8,25634
2023-02-01,Email,200.0,3,3,67,1,4,10,25635
2023-02-01,Email,15000.0,8,8,1875,1,4,6,25636
2023-03-01,Email,1500.0,7,7,214,1,4,2,25637
2023-04-01,Email,400.0,4,4,100,1,4,6,25638
2023-05-01,Text message,64000.0,5,5,12800,1,4,5,25639
2023-02-01,Text message,5000.0,4,4,1250,1,4,6,25640
2023-01-01,Text message,250.0,10,10,25,1,4,7,25641
2023-04-01,Text message,10000.0,4,4,2500,1,4,7,25642
2023-01-01,Phone call,7500.0,2,2,3750,1,4,14,25643
2023-01-01,Phone call,11.0,2,2,6,1,4,15,25644
2023-04-01,Phone call,3750.0,3,3,1250,1,4,15,25645
2023-02-01,Text message,1.0,3,3,0,1,3,9,25646
2023-04-01,Internet,62.0,2,2,31,1,3,7,25647
2023-05-01,Internet,200.0,3,3,67,1,3,3,25648
2023-01-01,Internet,44.0,4,4,11,1,3,5,25649
2023-02-01,Mobile apps,149.0,2,2,74,1,3,7,25650
2023-05-01,Phone call,150.0,2,2,75,1,3,9,25651
2023-03-01,Phone call,480.0,3,3,160,1,3,1,25652
2023-05-01,Social media/Online forums,2000.0,3,3,667,1,2,6,25653
2023-03-01,Social media/Online forums,200.0,2,2,100,1,2,5,25654
2023-04-01,Internet,300.0,3,3,100,1,2,5,25655
2023-05-01,Internet,189.0,2,2,94,1,2,4,25656
2023-04-01,Internet,124.0,2,2,62,1,2,1,25657
2023-04-01,Internet,5000.0,2,2,2500,1,2,8,25658
2023-01-01,Internet,1500.0,3,3,500,1,2,7,25659
2023-01-01,Mobile apps,5389.0,10,10,539,1,1,3,25660
2023-04-01,Mobile apps,5900.0,3,3,1967,1,1,7,25661
2023-05-01,Mobile apps,1000.0,3,3,333,1,1,3,25662
2023-01-01,Mobile apps,25340.0,6,6,4223,1,1,6,25663
2023-02-01,Mobile apps,13159.0,4,4,3290,1,1,6,25664
2023-03-01,Mobile apps,1480.0,4,4,370,1,1,6,25665
2023-02-01,Mobile apps,5400.0,4,4,1350,1,1,2,25666
2023-05-01,Mobile apps,210000.0,6,6,35000,1,1,2,25667
2023-03-01,Mobile apps,5552.0,6,6,925,1,1,5,25668
2023-05-01,Mobile apps,2500.0,2,2,1250,1,1,5,25669
2023-02-01,Mobile apps,12297.0,2,2,6148,1,1,4,25670
2023-01-01,Mobile apps,3880.0,3,3,1293,1,1,10,25671
2023-02-01,Mobile apps,1900.0,2,2,950,1,1,10,25672
2023-05-01,Mobile apps,2000.0,2,2,1000,1,1,10,25673
2023-05-01,Mobile apps,10318.0,3,3,3439,1,1,1,25674
2023-03-01,Internet,80.0,2,2,40,1,1,5,25675
2023-04-01,Internet,430.0,3,3,143,1,1,5,25676
2023-04-01,Internet,124.0,2,2,62,1,1,6,25677
2023-05-01,Internet,1.0,4,4,0,1,1,6,25678
2023-02-01,Internet,175000.0,2,2,87500,1,1,2,25679
2023-03-01,Internet,147.0,2,2,74,1,1,2,25680
2023-05-01,Internet,1299.0,5,5,260,1,1,2,25681
2023-02-01,Internet,10735.0,2,2,5368,1,1,3,25682
2023-05-01,Internet,62.0,3,3,21,1,1,3,25683
2023-05-01,unspecified,85.0,3,3,28,1,1,27,25684
2023-01-01,Internet,416.0,1,1,416,1,8,6,25685
2023-05-01,Internet,3264.0,4,4,816,1,8,6,25686
2023-03-01,Internet,456.0,4,4,114,1,8,4,25687
2023-03-01,Internet,161.0,2,2,80,1,8,5,25688
2023-02-01,Internet,237.0,2,2,118,1,8,10,25689
2023-04-01,Internet,164.0,2,2,82,1,8,10,25690
2023-05-01,Internet,6755.0,2,2,3378,1,8,10,25691
2023-05-01,Internet,58.0,1,1,58,1,8,9,25692
2023-03-01,Internet,1.0,1,1,1,1,8,26,25693
2023-05-01,Internet,1.0,1,1,1,1,8,26,25694
2023-03-01,Internet,399.0,1,1,399,1,8,12,25695
2023-01-01,Internet,180.0,2,2,90,1,8,11,25696
2023-02-01,Internet,161.0,1,1,161,1,8,11,25697
2023-04-01,Internet,92.0,1,1,92,1,8,11,25698
2023-02-01,Internet,1000.0,1,1,1000,1,8,16,25699
2023-01-01,Internet,100.0,1,1,100,1,8,13,25700
2023-04-01,Internet,39.0,1,1,39,1,8,13,25701
2023-05-01,Internet,1000.0,1,1,1000,1,8,13,25702
2023-03-01,Social media/Online forums,110.0,1,1,110,1,8,13,25703
2023-04-01,Social media/Online forums,520.0,1,1,520,1,8,16,25704
2023-03-01,Social media/Online forums,113.0,1,1,113,1,8,15,25705
2023-01-01,Social media/Online forums,400.0,1,1,400,1,8,9,25706
2023-03-01,Social media/Online forums,274.0,2,2,137,1,8,8,25707
2023-01-01,Social media/Online forums,600.0,2,2,300,1,8,1,25708
2023-04-01,Social media/Online forums,200.0,1,1,200,1,8,1,25709
2023-04-01,Social media/Online forums,258.0,1,1,258,1,8,5,25710
2023-01-01,Social media/Online forums,609.0,6,6,102,1,8,4,25711
2023-01-01,Social media/Online forums,750.0,1,1,750,1,8,2,25712
2023-05-01,Social media/Online forums,3070.0,4,4,768,1,8,2,25713
2023-04-01,Social media/Online forums,103.0,2,2,52,1,8,6,25714
2023-01-01,Social media/Online forums,100.0,1,1,100,1,8,3,25715
2023-02-01,Social media/Online forums,200.0,1,1,200,1,8,3,25716
2023-05-01,Social media/Online forums,2200.0,2,2,1100,1,8,7,25717
2023-02-01,Email,435.0,9,9,48,1,8,3,25718
2023-01-01,Email,2148.0,5,5,430,1,8,2,25719
2023-04-01,Email,1305.0,4,4,326,1,8,2,25720
2023-05-01,Email,9252.0,4,4,2313,1,8,2,25721
2023-02-01,Email,5368.0,9,9,596,1,8,5,25722
2023-03-01,Email,256.0,6,6,43,1,8,5,25723
2023-04-01,Email,43.0,4,4,11,1,8,5,25724
2023-05-01,Email,4400.0,5,5,880,1,8,5,25725
2023-04-01,Email,7711.0,1,1,7711,1,8,1,25726
2023-02-01,Email,140.0,2,2,70,1,8,11,25727
2023-04-01,Email,200.0,1,1,200,1,8,11,25728
2023-03-01,Email,75.0,9,9,8,1,8,4,25729
2023-05-01,Email,107.0,3,3,36,1,8,4,25730
2023-02-01,Email,3500.0,4,4,875,1,8,6,25731
2023-03-01,Email,49.0,5,5,10,1,8,6,25732
2023-04-01,Email,78.0,6,6,13,1,8,6,25733
2023-01-01,Email,1611.0,8,8,201,1,8,7,25734
2023-04-01,Email,3734.0,7,7,533,1,8,7,25735
2023-01-01,Mobile apps,300.0,2,2,150,1,8,3,25736
2023-04-01,Mobile apps,150.0,1,1,150,1,8,3,25737
2023-05-01,Mobile apps,50.0,1,1,50,1,8,3,25738
2023-02-01,Mobile apps,54.0,1,1,54,1,8,6,25739
2023-03-01,Mobile apps,217.0,3,3,72,1,8,6,25740
2023-03-01,Mobile apps,305.0,1,1,305,1,8,10,25741
2023-01-01,Mobile apps,1000.0,1,1,1000,1,8,1,25742
2023-03-01,Text message,126.0,3,3,42,1,8,6,25743
2023-03-01,Phone call,8876.0,7,7,1268,1,8,3,25744
2023-02-01,Phone call,649.0,2,2,324,1,8,7,25745
2023-03-01,Phone call,9900.0,9,9,1100,1,8,5,25746
2023-03-01,Mail,202.0,1,1,202,1,8,5,25747
2023-04-01,Mail,125.0,1,1,125,1,8,1,25748
2023-02-01,Mail,165.0,1,1,165,1,8,4,25749
2023-02-01,Mail,1200.0,1,1,1200,1,8,6,25750
2023-04-01,In person,4000.0,1,1,4000,1,8,8,25751
2023-01-01,Mail,1300.0,1,1,1300,1,7,4,25752
2023-03-01,Mail,17000.0,1,1,17000,1,7,10,25753
2023-04-01,Mail,350.0,1,1,350,1,7,5,25754
2023-01-01,In person,20.0,1,1,20,1,7,8,25755
2023-03-01,In person,1500.0,1,1,1500,1,7,5,25756
2023-05-01,Phone call,115.0,1,1,115,1,7,4,25757
2023-05-01,Phone call,600.0,1,1,600,1,7,6,25758
2023-01-01,Phone call,68.0,1,1,68,1,7,14,25759
2023-03-01,Phone call,1500.0,1,1,1500,1,7,1,25760
2023-03-01,Phone call,4500.0,1,1,4500,1,7,5,25761
2023-02-01,Text message,550.0,1,1,550,1,7,15,25762
2023-05-01,Text message,2950.0,1,1,2950,1,7,5,25763
2023-03-01,Text message,501.0,4,4,125,1,7,3,25764
2023-04-01,Text message,2460.0,4,4,615,1,7,3,25765
2023-05-01,Mobile apps,1068.0,2,2,534,1,7,4,25766
2023-02-01,Mobile apps,20.0,1,1,20,1,7,10,25767
2023-02-01,Mobile apps,40.0,1,1,40,1,7,9,25768
2023-02-01,Mobile apps,902.0,1,1,902,1,7,7,25769
2023-03-01,Mobile apps,2128.0,2,2,1064,1,7,7,25770
2023-04-01,Mobile apps,400.0,1,1,400,1,7,7,25771
2023-01-01,Mobile apps,3646.0,2,2,1823,1,7,3,25772
2023-05-01,Mobile apps,1400.0,1,1,1400,1,7,3,25773
2023-01-01,Internet,7500.0,1,1,7500,1,7,5,25774
2023-02-01,Internet,8000.0,2,2,4000,1,7,5,25775
2023-02-01,Internet,6798.0,1,1,6798,1,7,4,25776
2023-01-01,Internet,1080.0,1,1,1080,1,7,8,25777
2023-04-01,Internet,1290.0,3,3,430,1,7,9,25778
2023-05-01,Internet,63.0,1,1,63,1,7,9,25779
2023-01-01,Internet,700.0,1,1,700,1,7,11,25780
2023-01-01,Internet,600.0,1,1,600,1,7,6,25781
2023-04-01,Internet,136.0,1,1,136,1,7,6,25782
2023-05-01,Internet,3189.0,2,2,1594,1,7,6,25783
2023-02-01,Internet,7900.0,2,2,3950,1,7,7,25784
2023-02-01,Internet,248.0,1,1,248,1,7,3,25785
2023-05-01,Email,5188.0,1,1,5188,1,7,17,25786
2023-04-01,Email,200.0,1,1,200,1,7,9,25787
2023-01-01,Email,9500.0,6,6,1583,1,7,5,25788
2023-03-01,Email,175.0,10,10,18,1,7,5,25789
2023-05-01,Email,14920.0,11,11,1356,1,7,5,25790
2023-01-01,Email,18000.0,9,9,2000,1,7,2,25791
2023-04-01,Email,3985.0,5,5,797,1,7,2,25792
2023-01-01,Email,600.0,8,8,75,1,7,3,25793
2023-02-01,Email,11150.0,18,18,619,1,7,3,25794
2023-03-01,Email,1355.0,8,8,169,1,7,3,25795
2023-05-01,Email,250.0,21,21,12,1,7,3,25796
2023-05-01,Email,13485.0,2,2,6742,1,7,4,25797
2023-01-01,Email,900.0,1,1,900,1,7,8,25798
2023-01-01,Email,7622.0,4,4,1906,1,7,6,25799
2023-05-01,Email,34.0,1,1,34,1,7,7,25800
2023-04-01,Social media/Online forums,1500.0,2,2,750,1,7,10,25801
2023-05-01,Social media/Online forums,4200.0,1,1,4200,1,7,10,25802
2023-02-01,Social media/Online forums,910.0,1,1,910,1,7,1,25803
2023-05-01,Social media/Online forums,100.0,1,1,100,1,7,9,25804
2023-01-01,Social media/Online forums,1500.0,2,2,750,1,7,8,25805
2023-05-01,Social media/Online forums,1000.0,1,1,1000,1,7,8,25806
2023-02-01,Social media/Online forums,500.0,1,1,500,1,7,13,25807
2023-04-01,Social media/Online forums,8200.0,3,3,2733,1,7,4,25808
2023-05-01,Social media/Online forums,78.0,1,1,78,1,7,4,25809
2023-05-01,Social media/Online forums,300.0,1,1,300,1,7,6,25810
2023-02-01,Email,52360.0,57,57,919,1,9,7,25811
2023-03-01,Email,330.0,58,58,6,1,9,7,25812
2023-04-01,Email,11396.0,56,56,204,1,9,7,25813
2023-05-01,Email,5830.0,80,80,73,1,9,7,25814
2023-01-01,Email,664937.0,67,67,9924,1,9,3,25815
2023-02-01,Email,7927.0,83,83,96,1,9,3,25816
2023-03-01,Email,21899.0,106,106,207,1,9,3,25817
2023-04-01,Email,5701.0,77,77,74,1,9,3,25818
2023-05-01,Email,1.0,88,88,0,1,9,3,25819
2023-01-01,Email,1580.0,48,48,33,1,9,2,25820
2023-02-01,Email,500.0,69,69,7,1,9,2,25821
2023-03-01,Email,7839.0,72,72,109,1,9,2,25822
2023-04-01,Email,2239.0,59,59,38,1,9,2,25823
2023-02-01,Email,5279.0,64,64,82,1,9,6,25824
2023-03-01,Email,997.0,89,89,11,1,9,6,25825
2023-04-01,Email,2062.0,50,50,41,1,9,6,25826
2023-05-01,Email,13777.0,76,76,181,1,9,6,25827
2023-01-01,Email,7.0,22,22,0,1,9,4,25828
2023-03-01,Email,5307.0,62,62,86,1,9,4,25829
2023-04-01,Email,55090.0,37,37,1489,1,9,4,25830
2023-05-01,Email,700.0,66,66,11,1,9,4,25831
2023-02-01,Email,203071.0,54,54,3761,1,9,5,25832
2023-03-01,Email,30817.0,43,43,717,1,9,5,25833
2023-04-01,Email,13640.0,52,52,262,1,9,5,25834
2023-05-01,Email,31550.0,76,76,415,1,9,5,25835
2023-02-01,Email,8000.0,13,13,615,1,9,10,25836
2023-01-01,Email,7668.0,18,18,426,1,9,1,25837
2023-03-01,Email,9726.0,26,26,374,1,9,1,25838
2023-04-01,Email,4626.0,38,38,122,1,9,1,25839
2023-05-01,Email,804.0,33,33,24,1,9,1,25840
2023-05-01,Email,4645.0,21,21,221,1,9,9,25841
2023-01-01,Email,3478.0,4,4,870,1,9,11,25842
2023-02-01,Email,299.0,3,3,100,1,9,11,25843
2023-02-01,Internet,665.0,1,1,665,1,9,16,25844
2023-02-01,In person,167.0,1,1,167,1,9,17,25845
2023-04-01,Mobile apps,103.0,1,1,103,1,9,11,25846
2023-04-01,Mobile apps,650.0,1,1,650,1,9,14,25847
2023-05-01,Internet,262.0,1,1,262,1,9,14,25848
2023-05-01,Social media/Online forums,124.0,1,1,124,1,9,14,25849
2023-02-01,Phone call,500.0,1,1,500,1,9,8,25850
2023-03-01,Internet,66.0,1,1,66,1,9,8,25851
2023-03-01,Internet,34.0,1,1,34,1,9,9,25852
2023-04-01,Internet,20171.0,4,4,5043,1,9,9,25853
2023-05-01,Internet,1850.0,1,1,1850,1,9,9,25854
2023-01-01,In person,5.0,1,1,5,1,9,1,25855
2023-05-01,Text message,300.0,7,7,43,1,9,1,25856
2023-05-01,Social media/Online forums,41.0,1,1,41,1,9,10,25857
2023-03-01,Internet,141.0,2,2,70,1,9,1,25858
2023-04-01,Internet,4551.0,3,3,1517,1,9,1,25859
2023-04-01,Internet,83.0,1,1,83,1,9,10,25860
2023-02-01,Social media/Online forums,115.0,1,1,115,1,9,5,25861
2023-03-01,Social media/Online forums,243.0,1,1,243,1,9,5,25862
2023-02-01,In person,1700.0,1,1,1700,1,9,5,25863
2023-01-01,Phone call,1.0,5,5,0,1,9,5,25864
2023-03-01,Internet,198.0,1,1,198,1,9,4,25865
2023-02-01,Internet,200.0,2,2,100,1,9,5,25866
2023-05-01,Mail,106.0,1,1,106,1,9,2,25867
2023-03-01,Text message,7200.0,57,57,126,1,9,2,25868
2023-05-01,Phone call,8221.0,14,14,587,1,9,2,25869
2023-05-01,Phone call,4548.0,14,14,325,1,9,6,25870
2023-03-01,In person,1000.0,1,1,1000,1,9,6,25871
2023-05-01,In person,3200.0,1,1,3200,1,9,6,25872
2023-01-01,Social media/Online forums,580.0,1,1,580,1,9,6,25873
2023-03-01,Social media/Online forums,541.0,2,2,270,1,9,6,25874
2023-01-01,Internet,195.0,1,1,195,1,9,6,25875
2023-02-01,Internet,80.0,1,1,80,1,9,6,25876
2023-03-01,Internet,47.0,1,1,47,1,9,6,25877
2023-03-01,Social media/Online forums,75.0,1,1,75,1,9,3,25878
2023-01-01,Text message,1.0,32,32,0,1,9,3,25879
2023-02-01,Text message,500.0,73,73,7,1,9,3,25880
2023-05-01,Text message,1199.0,37,37,32,1,9,3,25881
2023-02-01,Text message,1.0,84,84,0,1,9,7,25882
2023-05-01,Text message,3000.0,23,23,130,1,9,7,25883
2023-01-01,Social media/Online forums,64.0,1,1,64,1,9,7,25884
2023-04-01,Social media/Online forums,3010.0,1,1,3010,1,9,7,25885
2023-05-01,In person,3575.0,1,1,3575,1,9,7,25886
2023-03-01,Internet,14533.0,1,1,14533,1,9,7,25887
2023-01-01,Internet,311.0,1,1,311,1,17,9,25888
2023-02-01,Internet,315.0,1,1,315,1,17,1,25889
2023-03-01,Internet,368.0,1,1,368,1,17,3,25890
2023-01-01,Internet,75.0,1,1,75,1,17,12,25891
2023-01-01,Internet,439.0,1,1,439,1,17,10,25892
2023-01-01,Internet,406.0,1,1,406,1,17,8,25893
2023-02-01,Internet,80.0,1,1,80,1,17,6,25894
2023-03-01,Internet,199.0,1,1,199,1,17,6,25895
2023-02-01,Internet,192.0,2,2,96,1,17,4,25896
2023-01-01,Internet,224.0,1,1,224,1,17,7,25897
2023-02-01,Social media/Online forums,400.0,1,1,400,1,17,7,25898
2023-01-01,Social media/Online forums,582.0,1,1,582,1,17,8,25899
2023-01-01,Social media/Online forums,397.0,1,1,397,1,17,6,25900
2023-01-01,Social media/Online forums,500.0,1,1,500,1,17,4,25901
2023-02-01,Social media/Online forums,189.0,1,1,189,1,17,13,25902
2023-03-01,Social media/Online forums,730.0,1,1,730,1,17,4,25903
2023-01-01,Social media/Online forums,360.0,1,1,360,1,17,1,25904
2023-03-01,Social media/Online forums,328.0,1,1,328,1,17,3,25905
2023-02-01,Email,87.0,1,1,87,1,17,2,25906
2023-02-01,Email,350.0,1,1,350,1,17,5,25907
2023-01-01,Email,235.0,1,1,235,1,17,6,25908
2023-03-01,Email,276.0,1,1,276,1,17,10,25909
2023-01-01,Mobile apps,294.0,1,1,294,1,17,5,25910
2023-01-01,Mobile apps,338.0,1,1,338,1,17,6,25911
2023-02-01,Mobile apps,217.0,1,1,217,1,17,1,25912
2023-04-01,Text message,150.0,1,1,150,1,17,9,25913
2023-02-01,Text message,75.0,1,1,75,1,17,10,25914
2023-03-01,Internet,94.0,1,1,94,1,5,16,25915
2023-04-01,In person,400.0,1,1,400,1,5,8,25916
2023-05-01,Phone call,700.0,1,1,700,1,5,8,25917
2023-01-01,Social media/Online forums,1000.0,1,1,1000,1,5,10,25918
2023-05-01,Social media/Online forums,500.0,1,1,500,1,5,10,25919
2023-03-01,Internet,93.0,1,1,93,1,5,5,25920
2023-01-01,Phone call,1000.0,1,1,1000,1,5,4,25921
2023-02-01,Internet,72.0,1,1,72,1,5,3,25922
2023-05-01,Internet,400.0,1,1,400,1,5,7,25923
2023-04-01,Text message,1.0,1,1,1,1,6,3,25924
2023-05-01,Mobile apps,120.0,1,1,120,1,6,4,25925
2023-01-01,Mail,3691.0,1,1,3691,1,18,1,25926
2023-02-01,In person,25400.0,1,1,25400,1,18,3,25927
2023-05-01,Internet,350.0,1,1,350,1,3,9,25928
2023-03-01,Email,80.0,12,12,7,1,3,8,25929
2023-03-01,Internet,15.0,1,1,15,1,3,1,25930
2023-01-01,Phone call,250.0,3,3,83,1,3,10,25931
2023-02-01,Mobile apps,989.0,1,1,989,1,3,10,25932
2023-01-01,Text message,57.0,20,20,3,1,3,4,25933
2023-02-01,Phone call,572.0,5,5,114,1,3,5,25934
2023-03-01,Phone call,783.0,7,7,112,1,3,4,25935
2023-05-01,Phone call,1600.0,9,9,178,1,3,5,25936
2023-04-01,Internet,50.0,1,1,50,1,3,6,25937
2023-01-01,Internet,69.0,1,1,69,1,3,3,25938
2023-05-01,Email,700.0,22,22,32,1,3,3,25939
2023-04-01,Phone call,379.0,8,8,47,1,3,3,25940
2023-02-01,Phone call,987.0,7,7,141,1,2,4,25941
2023-02-01,Internet,1128.0,1,1,1128,1,2,4,25942
2023-03-01,Internet,5000.0,1,1,5000,1,2,5,25943
2023-05-01,Mail,15000.0,1,1,15000,1,2,5,25944
2023-02-01,In person,2600.0,1,1,2600,1,2,1,25945
2023-03-01,Internet,300.0,1,1,300,1,2,1,25946
2023-04-01,Internet,356.0,2,2,178,1,2,9,25947
2023-05-01,Internet,1100.0,1,1,1100,1,2,9,25948
2023-02-01,Internet,10000.0,1,1,10000,1,2,8,25949
2023-03-01,In person,1808.0,1,1,1808,1,2,8,25950
2023-05-01,Internet,262.0,1,1,262,1,2,14,25951
2023-05-01,Mobile apps,3033.0,1,1,3033,1,2,14,25952
2023-02-01,Mobile apps,759.0,1,1,759,1,2,16,25953
2023-03-01,Internet,12824.0,2,2,6412,1,2,2,25954
2023-05-01,In person,18.0,1,1,18,1,2,6,25955
2023-02-01,Internet,700.0,1,1,700,1,2,6,25956
2023-01-01,Phone call,220.0,10,10,22,1,2,2,25957
2023-04-01,Phone call,200.0,4,4,50,1,2,2,25958
2023-03-01,In person,11568.0,1,1,11568,1,2,7,25959
2023-04-01,Internet,6850.0,2,2,3425,1,2,7,25960
2023-05-01,Text message,1511.0,2,2,756,1,4,4,25961
2023-03-01,Mobile apps,1700.0,1,1,1700,1,4,8,25962
2023-03-01,Mobile apps,51600.0,1,1,51600,1,4,4,25963
2023-03-01,Social media/Online forums,13600.0,2,2,6800,1,4,7,25964
2023-03-01,Social media/Online forums,1500.0,1,1,1500,1,4,4,25965
2023-04-01,Social media/Online forums,388.0,1,1,388,1,4,1,25966
2023-05-01,Social media/Online forums,300.0,1,1,300,1,4,7,25967
2023-02-01,Email,30000.0,5,5,6000,1,4,5,25968
2023-03-01,Email,16000.0,5,5,3200,1,4,3,25969
2023-03-01,Email,6000.0,7,7,857,1,4,5,25970
2023-04-01,Email,9220.0,5,5,1844,1,4,7,25971
2023-02-01,Internet,45350.0,3,3,15117,1,4,5,25972
2023-01-01,Internet,65000.0,2,2,32500,1,4,1,25973
2023-01-01,Internet,39890.0,2,2,19945,1,4,9,25974
2023-01-01,Internet,19850.0,1,1,19850,1,4,10,25975
2023-02-01,Internet,399.0,1,1,399,1,4,16,25976
2023-03-01,Internet,80500.0,2,2,40250,1,4,9,25977
2023-03-01,Internet,19450.0,1,1,19450,1,4,6,25978
2023-04-01,Internet,5000.0,1,1,5000,1,4,9,25979
2023-04-01,Internet,228000.0,1,1,228000,1,4,11,25980
2023-04-01,Internet,2497.0,1,1,2497,1,4,16,25981
2023-05-01,Internet,3000.0,1,1,3000,1,4,2,25982
2023-05-01,Internet,23610.0,2,2,11805,1,4,6,25983
2023-05-01,Internet,5000.0,1,1,5000,1,4,1,25984
2023-01-01,Internet,34975.0,2,2,17488,1,4,3,25985
2023-02-01,Internet,10000.0,1,1,10000,1,4,3,25986
2023-03-01,Internet,47284.0,3,3,15761,1,4,3,25987
2023-01-01,Phone call,67300.0,7,7,9614,1,4,6,25988
2023-02-01,Phone call,8687.0,8,8,1086,1,4,6,25989
2023-04-01,Phone call,33000.0,8,8,4125,1,4,6,25990
2023-02-01,Phone call,31823.0,9,9,3536,1,4,2,25991
2023-03-01,Phone call,45400.0,6,6,7567,1,4,2,25992
2023-02-01,Phone call,20000.0,12,12,1667,1,4,5,25993
2023-04-01,Phone call,8630.0,11,11,785,1,4,5,25994
2023-01-01,Phone call,44350.0,4,4,11088,1,4,4,25995
2023-04-01,Phone call,13990.0,9,9,1554,1,4,4,25996
2023-01-01,Phone call,6648.0,2,2,3324,1,4,9,25997
2023-01-01,Phone call,1000.0,4,4,250,1,4,8,25998
2023-03-01,Phone call,16990.0,6,6,2832,1,4,8,25999
2023-04-01,Phone call,25740.0,4,4,6435,1,4,9,26000
2023-05-01,Phone call,52000.0,6,6,8667,1,4,9,26001
2023-01-01,Phone call,20000.0,3,3,6667,1,4,10,26002
2023-01-01,Phone call,15000.0,3,3,5000,1,4,1,26003
2023-05-01,Phone call,67968.0,3,3,22656,1,4,10,26004
2023-05-01,Phone call,1800.0,3,3,600,1,4,1,26005
2023-04-01,Phone call,20000.0,1,1,20000,1,4,17,26006
2023-05-01,Phone call,20000.0,1,1,20000,1,4,14,26007
2023-01-01,Phone call,8282.0,9,9,920,1,4,3,26008
2023-03-01,Phone call,4600.0,20,20,230,1,4,3,26009
2023-01-01,Phone call,7948.0,11,11,723,1,4,7,26010
2023-02-01,Phone call,888496.0,17,17,52264,1,4,7,26011
2023-03-01,Phone call,16500.0,10,10,1650,1,4,7,26012
2023-05-01,Phone call,526773.0,19,19,27725,1,4,7,26013
2023-01-01,Phone call,3000.0,11,11,273,1,1,9,26014
2023-02-01,Phone call,4890.0,4,4,1222,1,1,14,26015
2023-02-01,Phone call,26321.0,7,7,3760,1,1,1,26016
2023-04-01,Phone call,18328.0,13,13,1410,1,1,1,26017
2023-01-01,Phone call,3300.0,33,33,100,1,1,5,26018
2023-02-01,Phone call,11800.0,26,26,454,1,1,5,26019
2023-03-01,Phone call,608771.0,57,57,10680,1,1,5,26020
2023-04-01,Phone call,2500.0,30,30,83,1,1,5,26021
2023-05-01,Phone call,44498.0,31,31,1435,1,1,5,26022
2023-01-01,Phone call,2401.0,24,24,100,1,1,3,26023
2023-03-01,Phone call,61000.0,41,41,1488,1,1,3,26024
2023-04-01,Phone call,6075.0,53,53,115,1,1,3,26025
2023-05-01,Phone call,68060.0,52,52,1309,1,1,3,26026
2023-01-01,Phone call,1496.0,75,75,20,1,1,2,26027
2023-03-01,Phone call,49200.0,109,109,451,1,1,2,26028
2023-04-01,Phone call,35890.0,84,84,427,1,1,2,26029
2023-05-01,Phone call,126776.0,87,87,1457,1,1,2,26030
2023-01-01,Phone call,16400.0,28,28,586,1,1,4,26031
2023-02-01,Phone call,49454.0,35,35,1413,1,1,4,26032
2023-03-01,Phone call,5000.0,27,27,185,1,1,4,26033
2023-05-01,Phone call,6373.0,39,39,163,1,1,4,26034
2023-02-01,Phone call,2664.0,9,9,296,1,1,10,26035
2023-04-01,Phone call,10000.0,4,4,2500,1,1,10,26036
2023-05-01,Phone call,7000.0,11,11,636,1,1,10,26037
2023-01-01,Phone call,4000.0,8,8,500,1,1,8,26038
2023-01-01,Phone call,47900.0,23,23,2083,1,1,6,26039
